facility_id,name,state,city,postcode,latitude,longitude,specialties,description,capability,procedure,equipment,source_urls,numberDoctors,capacity,yearEstablished
FAC-00108,Patna Healthcare Center 9,Bihar,Patna,739098,28.70839598644855,78.19710368537416,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/108,25,50 beds,1995
FAC-00109,Chennai Healthcare Center 10,Tamil Nadu,Chennai,581894,22.553267081591542,72.09397431454872,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/109,12,50 beds,
FAC-00110,Chennai Healthcare Center 11,Tamil Nadu,Chennai,716113,22.991542491237723,81.62029072823442,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/110,25,100 beds,1995
FAC-00111,Kolkata Healthcare Center 12,West Bengal,Kolkata,211834,22.372057019275747,77.71922692350739,Super-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/111,12,,2015
FAC-00112,Bengaluru Healthcare Center 13,Karnataka,Bengaluru,693419,28.650673976972662,79.78311615770077,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/112,50,200 beds,2005
FAC-00113,Mumbai Healthcare Center 14,Maharashtra,Mumbai,940886,23.523209558353166,78.36617878005892,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/113,5,,
FAC-00114,Bengaluru Healthcare Center 15,Karnataka,Bengaluru,134985,25.795738053684026,79.32359767939238,General,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/114,12,100 beds,2015
FAC-00115,Patna Healthcare Center 16,Bihar,Patna,238579,27.86512811030505,80.7646059670664,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/115,50,100 beds,1995
FAC-00116,Bengaluru Healthcare Center 17,Karnataka,Bengaluru,945664,22.95141449172492,80.70396959325039,General,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/116,25,,1995
FAC-00117,Mumbai Healthcare Center 18,Maharashtra,Mumbai,986827,28.045876440205618,75.65775049405566,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/117,,100 beds,
FAC-00118,Chennai Healthcare Center 19,Tamil Nadu,Chennai,805511,27.490116035367606,74.62161408249736,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/118,12,,1995
FAC-00119,Chennai Healthcare Center 20,Tamil Nadu,Chennai,749641,28.84234845214852,77.6140738224988,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/119,,200 beds,2005
FAC-00120,Kolkata Healthcare Center 1,West Bengal,Kolkata,246566,20.45346811013382,72.37212128224705,,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/120,,,1995
FAC-00121,Ahmedabad Healthcare Center 2,Gujarat,Ahmedabad,507524,24.536437568888925,78.7048621885017,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/121,50,50 beds,2015
FAC-00122,Jodhpur Healthcare Center 3,Rajasthan,Jodhpur,745558,24.081158856977005,81.5152152538106,General,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/122,12,50 beds,2015
FAC-00123,Chennai Healthcare Center 4,Tamil Nadu,Chennai,997004,23.626860387575224,81.80927718324067,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/123,50,100 beds,
FAC-00124,Kolkata Healthcare Center 5,West Bengal,Kolkata,299028,29.682068759363865,81.49010788262137,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/124,,50 beds,
FAC-00125,Jaipur Healthcare Center 6,Rajasthan,Jaipur,355400,29.888209039414217,79.86978099976315,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/125,,50 beds,1995
FAC-00126,Mumbai Healthcare Center 7,Maharashtra,Mumbai,911984,21.475541799414437,81.00531035631758,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/126,12,50 beds,1995
FAC-00127,Ahmedabad Healthcare Center 8,Gujarat,Ahmedabad,937302,21.744971209013933,78.61057642597316,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/127,5,,2005
FAC-00128,Mumbai Healthcare Center 9,Maharashtra,Mumbai,439498,20.157810835111604,74.65367508324974,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/128,25,,
FAC-00129,Chennai Healthcare Center 10,Tamil Nadu,Chennai,915809,23.62038973817512,77.93666017868027,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/129,50,50 beds,
FAC-00130,Ahmedabad Healthcare Center 11,Gujarat,Ahmedabad,580292,26.433406842054886,72.31150639510344,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/130,25,200 beds,
FAC-00131,Chennai Healthcare Center 12,Tamil Nadu,Chennai,177060,28.992667651235347,75.22111819746326,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/131,,50 beds,2005
FAC-00132,Bhopal Healthcare Center 13,Madhya Pradesh,Bhopal,674993,27.12152796426307,75.80904398818521,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/132,25,200 beds,
FAC-00133,Jodhpur Healthcare Center 14,Rajasthan,Jodhpur,855855,28.65492315702312,76.30069941666386,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/133,25,100 beds,2015
FAC-00134,Kolkata Healthcare Center 15,West Bengal,Kolkata,865054,20.95085839275631,76.26764006260959,Super-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/134,12,50 beds,2015
FAC-00135,Jodhpur Healthcare Center 16,Rajasthan,Jodhpur,972176,20.853643573316194,76.3187651855174,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/135,5,,2005
FAC-00136,Jodhpur Healthcare Center 17,Rajasthan,Jodhpur,470774,28.736073722343185,81.4112986885223,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/136,,100 beds,2005
FAC-00137,Lucknow Healthcare Center 18,Uttar Pradesh,Lucknow,705991,25.07412546968004,73.54730175858262,,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/137,5,,2005
FAC-00138,Ahmedabad Healthcare Center 19,Gujarat,Ahmedabad,220465,27.626056319368498,77.74100004331463,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/138,50,,2005
FAC-00139,Jaipur Healthcare Center 20,Rajasthan,Jaipur,386544,27.026987728656046,75.0898468882991,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/139,12,,1995
FAC-00140,Patna Healthcare Center 1,Bihar,Patna,789275,24.007843439995156,73.41874654151269,General,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/140,,50 beds,2015
FAC-00141,Kolkata Healthcare Center 2,West Bengal,Kolkata,457455,21.574092758450888,75.11637369704216,Super-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/141,50,,
FAC-00142,Patna Healthcare Center 3,Bihar,Patna,891083,26.178381819260306,78.73968710613113,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/142,25,200 beds,2015
FAC-00143,Bhopal Healthcare Center 4,Madhya Pradesh,Bhopal,534303,22.731668443647695,79.5494314366837,General,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/143,12,200 beds,
FAC-00144,Bengaluru Healthcare Center 5,Karnataka,Bengaluru,610271,25.26934107148145,75.08419391851257,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/144,25,,
FAC-00145,Mumbai Healthcare Center 6,Maharashtra,Mumbai,321494,27.67349527308604,79.64160895761248,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/145,12,,
FAC-00146,Chennai Healthcare Center 7,Tamil Nadu,Chennai,284229,21.29185701759215,77.32582347867424,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/146,50,100 beds,
FAC-00147,Kolkata Healthcare Center 8,West Bengal,Kolkata,557409,20.187415365856456,81.21162434502412,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/147,50,200 beds,2015
FAC-00148,Kolkata Healthcare Center 9,West Bengal,Kolkata,220768,24.050323070649547,81.66199691033125,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/148,50,200 beds,2005
FAC-00149,Jodhpur Healthcare Center 10,Rajasthan,Jodhpur,985506,21.05863133395586,76.35676526940401,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/149,50,,2015
FAC-00150,Bengaluru Healthcare Center 11,Karnataka,Bengaluru,332335,23.33068622493132,73.68132708045687,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/150,50,50 beds,2005
FAC-00151,Lucknow Healthcare Center 12,Uttar Pradesh,Lucknow,347745,21.02804527777763,74.5596822200173,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/151,50,50 beds,
FAC-00152,Patna Healthcare Center 13,Bihar,Patna,586490,27.54445825246986,79.59877149607749,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/152,50,100 beds,2005
FAC-00153,Patna Healthcare Center 14,Bihar,Patna,171603,24.689210835263733,78.31385120025429,Super-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/153,50,,2005
FAC-00154,Ahmedabad Healthcare Center 15,Gujarat,Ahmedabad,425486,24.61742486446454,72.37607245571093,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/154,12,,
FAC-00155,Bhopal Healthcare Center 16,Madhya Pradesh,Bhopal,631699,23.844824765824647,77.8032940741119,General,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/155,25,50 beds,2005
FAC-00156,Bhopal Healthcare Center 17,Madhya Pradesh,Bhopal,625721,21.508610766956384,72.61873700101101,General,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/156,12,,1995
FAC-00157,Jaipur Healthcare Center 18,Rajasthan,Jaipur,841995,24.37758274309233,76.39421791762624,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/157,12,100 beds,2005
FAC-00158,Kolkata Healthcare Center 19,West Bengal,Kolkata,912085,23.383671468414196,77.9788586238299,Super-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/158,,100 beds,
FAC-00159,Ahmedabad Healthcare Center 20,Gujarat,Ahmedabad,397949,22.519957849661534,80.51566259984405,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/159,12,,1995
FAC-00160,Lucknow Healthcare Center 1,Uttar Pradesh,Lucknow,787923,26.984799628118807,75.9195798433536,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/160,12,200 beds,2005
FAC-00161,Patna Healthcare Center 2,Bihar,Patna,197992,26.460248207334878,76.23406366322104,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/161,,100 beds,2005
FAC-00162,Patna Healthcare Center 3,Bihar,Patna,458332,29.47668267534347,76.86270920872727,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/162,5,50 beds,
FAC-00163,Bengaluru Healthcare Center 4,Karnataka,Bengaluru,632351,27.70874720363101,80.35119826634556,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/163,12,50 beds,2015
FAC-00164,Patna Healthcare Center 5,Bihar,Patna,289630,28.313450566891255,79.71097813730988,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/164,25,,2015
FAC-00165,Lucknow Healthcare Center 6,Uttar Pradesh,Lucknow,565776,26.10595422125816,79.52391165111486,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/165,5,50 beds,2005
FAC-00166,Chennai Healthcare Center 7,Tamil Nadu,Chennai,485709,26.783068250650924,77.70419393363892,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/166,25,100 beds,2015
FAC-00167,Ahmedabad Healthcare Center 8,Gujarat,Ahmedabad,538997,29.662681532059473,80.1689123958124,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/167,12,,2015
FAC-00168,Lucknow Healthcare Center 9,Uttar Pradesh,Lucknow,207573,27.114009771190005,77.15909387552485,General,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/168,12,,1995
FAC-00169,Bengaluru Healthcare Center 10,Karnataka,Bengaluru,638289,21.473486559916044,76.3747256019498,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/169,25,100 beds,
FAC-00170,Kolkata Healthcare Center 11,West Bengal,Kolkata,515712,25.020071146932352,74.35778073863433,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/170,12,50 beds,
FAC-00171,Lucknow Healthcare Center 12,Uttar Pradesh,Lucknow,979940,27.147042725232296,75.35290355916177,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/171,5,,2005
FAC-00172,Chennai Healthcare Center 13,Tamil Nadu,Chennai,895702,27.055361752890803,76.48601473982247,General,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/172,,,2005
FAC-00173,Mumbai Healthcare Center 14,Maharashtra,Mumbai,675462,29.40225949341318,78.08880099116054,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/173,,100 beds,1995
FAC-00174,Bengaluru Healthcare Center 15,Karnataka,Bengaluru,150068,22.384395034598228,78.3895173217281,,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/174,,,2015
FAC-00175,Bhopal Healthcare Center 16,Madhya Pradesh,Bhopal,117233,26.319549420131423,77.75047457530634,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/175,12,200 beds,
FAC-00176,Bhopal Healthcare Center 17,Madhya Pradesh,Bhopal,352249,25.70663716022429,73.87313911798383,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/176,50,100 beds,
FAC-00177,Ahmedabad Healthcare Center 18,Gujarat,Ahmedabad,631971,27.864123358453178,77.07622588829338,General,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/177,25,200 beds,
FAC-00178,Kolkata Healthcare Center 19,West Bengal,Kolkata,365971,27.473165915626453,75.57093876514733,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/178,12,50 beds,
FAC-00179,Bhopal Healthcare Center 20,Madhya Pradesh,Bhopal,239890,20.44335688295208,77.46013745207692,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/179,25,200 beds,1995
FAC-00180,Patna Healthcare Center 1,Bihar,Patna,850827,27.761903997034217,76.57679577447354,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/180,5,,1995
FAC-00181,Jaipur Healthcare Center 2,Rajasthan,Jaipur,425138,25.15383589254499,81.89122702296123,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/181,12,,1995
FAC-00182,Bengaluru Healthcare Center 3,Karnataka,Bengaluru,918771,20.478040342464915,78.5573136755768,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/182,,100 beds,2015
FAC-00183,Kolkata Healthcare Center 4,West Bengal,Kolkata,505426,23.39036628408161,73.86817217589939,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/183,12,100 beds,
FAC-00184,Kolkata Healthcare Center 5,West Bengal,Kolkata,551524,26.024532988302273,80.22341279539887,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/184,12,,
FAC-00185,Lucknow Healthcare Center 6,Uttar Pradesh,Lucknow,421384,24.459157630996526,79.17662911311656,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/185,25,100 beds,2015
FAC-00186,Jaipur Healthcare Center 7,Rajasthan,Jaipur,744718,29.981505977730492,74.74555360074858,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/186,,200 beds,2005
FAC-00187,Ahmedabad Healthcare Center 8,Gujarat,Ahmedabad,132653,21.427794683625496,78.07572903320855,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/187,,50 beds,
FAC-00188,Mumbai Healthcare Center 9,Maharashtra,Mumbai,479742,23.828544016887776,77.67244641724119,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/188,25,100 beds,2005
FAC-00189,Chennai Healthcare Center 10,Tamil Nadu,Chennai,701800,21.376951078285266,75.66949948653833,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/189,12,50 beds,
FAC-00190,Jaipur Healthcare Center 11,Rajasthan,Jaipur,623285,25.177452742083922,81.13542505813187,General,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/190,12,100 beds,2015
FAC-00191,Mumbai Healthcare Center 12,Maharashtra,Mumbai,399449,26.93980641040794,81.98628843510153,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/191,,50 beds,
FAC-00192,Chennai Healthcare Center 13,Tamil Nadu,Chennai,848022,24.45111192742455,72.87790741104732,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/192,12,,2005
FAC-00193,Bengaluru Healthcare Center 14,Karnataka,Bengaluru,846385,27.095637912103864,79.00219255966694,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/193,12,50 beds,
FAC-00194,Mumbai Healthcare Center 15,Maharashtra,Mumbai,348235,27.903730608077492,72.26284026808266,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/194,25,50 beds,
FAC-00195,Jodhpur Healthcare Center 16,Rajasthan,Jodhpur,517500,29.99595043934387,79.1886965989072,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/195,25,,1995
FAC-00196,Lucknow Healthcare Center 17,Uttar Pradesh,Lucknow,571832,24.65833199621059,77.1736001181986,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/196,50,50 beds,1995
FAC-00197,Kolkata Healthcare Center 18,West Bengal,Kolkata,158104,28.313908064675413,77.18102132924017,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/197,5,50 beds,2005
FAC-00198,Mumbai Healthcare Center 19,Maharashtra,Mumbai,644103,28.949259168211242,80.45933706155866,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/198,5,100 beds,1995
FAC-00199,Bengaluru Healthcare Center 20,Karnataka,Bengaluru,659392,20.93428406883576,78.40987427298992,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/199,5,100 beds,
FAC-00200,Jaipur Healthcare Center 1,Rajasthan,Jaipur,147670,29.485468539703916,79.71022368794465,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/200,5,200 beds,
FAC-00201,Chennai Healthcare Center 2,Tamil Nadu,Chennai,403742,26.419072893012327,75.02094112954623,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/201,25,100 beds,2015
FAC-00202,Jodhpur Healthcare Center 3,Rajasthan,Jodhpur,265759,24.39605499920411,76.84251130107359,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/202,12,50 beds,2005
FAC-00203,Lucknow Healthcare Center 4,Uttar Pradesh,Lucknow,518084,21.307661515523865,75.70540198050291,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/203,12,50 beds,2015
FAC-00204,Jodhpur Healthcare Center 5,Rajasthan,Jodhpur,571435,22.479188825255456,72.96811652560571,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/204,25,200 beds,1995
FAC-00205,Patna Healthcare Center 6,Bihar,Patna,705748,27.21128428822122,73.8983410122336,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/205,25,200 beds,2015
FAC-00206,Bengaluru Healthcare Center 7,Karnataka,Bengaluru,124302,20.90049095043784,75.93242184113298,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/206,5,50 beds,2005
FAC-00207,Jaipur Healthcare Center 8,Rajasthan,Jaipur,395023,24.94894203525176,80.82339476368202,,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/207,12,,
FAC-00208,Kolkata Healthcare Center 9,West Bengal,Kolkata,377319,27.27508063359392,79.6385676416199,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/208,,200 beds,
FAC-00209,Bhopal Healthcare Center 10,Madhya Pradesh,Bhopal,304110,23.625237759442847,74.88601697039095,,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/209,50,200 beds,2005
FAC-00210,Bhopal Healthcare Center 11,Madhya Pradesh,Bhopal,224582,21.286633906892153,72.96681486024735,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/210,12,100 beds,1995
FAC-00211,Mumbai Healthcare Center 12,Maharashtra,Mumbai,633853,24.013870842760646,72.40254906157429,General,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/211,5,100 beds,2015
FAC-00212,Ahmedabad Healthcare Center 13,Gujarat,Ahmedabad,256175,26.06260522403804,77.15505732147254,Super-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/212,50,100 beds,1995
FAC-00213,Kolkata Healthcare Center 14,West Bengal,Kolkata,875232,28.426019273641284,77.93724655630987,,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/213,50,100 beds,2015
FAC-00214,Jaipur Healthcare Center 15,Rajasthan,Jaipur,447329,26.738063924730167,81.79898031179162,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/214,,200 beds,2005
FAC-00215,Bhopal Healthcare Center 16,Madhya Pradesh,Bhopal,338596,27.21400112296307,77.8352327704764,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/215,50,200 beds,1995
FAC-00216,Mumbai Healthcare Center 17,Maharashtra,Mumbai,700383,29.482051707843013,73.09895521333696,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/216,25,100 beds,2015
FAC-00217,Patna Healthcare Center 18,Bihar,Patna,824042,22.038916827021346,77.01819504610988,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/217,,50 beds,1995
